register	UniDic:lForm	UniDic:lemma	UniDic:subLemma	UniDic:pos	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
OP	ハイヨウ	廃用		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ギセイ	擬制		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	リュウカ	硫化		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	ヒキカエル	引き替える		動詞-一般	和	x.xxxx					4	0.866
OP	ネッセイ	熱性		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ホスウ	歩数		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	フンキュウ	墳丘		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	エイ	詠		接尾辞-名詞的-一般	漢	x.xxxx					4	0.866
OP	カヨコ	カヨコ		名詞-固有名詞-人名-名	固						4	0.866
OP	ツブヤキ	呟き		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ヒトエニ	偏に		副詞	和	x.xxxx					4	0.866
OP	ハキハキ	はきはき		副詞	和	x.xxxx					4	0.866
OP	ユケムリ	湯煙		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ヨウ	酔う		動詞-一般	和	2.3003	用	活動	心	飢渇・酔い・疲労・睡眠など	4	0.866
OP	ロクロ	轆轤		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	スヤキ	素焼き		名詞-普通名詞-サ変可能	和	1.3820	体	活動	事業	製造工業	4	0.866
OP	ウケオウ	請け負う		動詞-一般	和	2.3800	用	活動	事業	事業・業務	4	0.866
OP	マツバヤシ	松林		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	コウザ	高座		名詞-普通名詞-一般	漢	1.1720	体	関係	空間	範囲・席・跡	4	0.866
OP	キゲン	機嫌		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ナビゲーター	ナビゲーター	navigator	名詞-普通名詞-一般	外	1.2415	体	主体	成員	運輸業	4	0.866
OP	コック	コック	cook	名詞-普通名詞-一般	外	1.2416	体	主体	成員	職人	4	0.866
OP	スタインウェイ	スタインウェイ	Steinway	名詞-固有名詞-一般	固	x.xxxx					4	0.866
OP	ミワク	魅惑		名詞-普通名詞-サ変可能	漢	1.3683	体	活動	待遇	脅迫・中傷・愚弄など	4	0.866
OP	イシヅクリ	石造り		名詞-普通名詞-一般	和	1.3860	体	活動	事業	製造・加工・包装	4	0.866
OP	コウシン	庚申		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	カヌマ	カヌマ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	モオカ	モオカ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	セツモン	設問		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	ピ	ピ		記号-一般	記号	x.xxxx					4	0.866
OP	ナンゴウ	ナンゴウ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	トモ	共		名詞-普通名詞-一般	和	1.1951	体	関係	量	群・組・対	4	0.866
OP	ナス	茄子		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ジツドウ	実働		名詞-普通名詞-サ変可能	漢	1.3430	体	活動	行為	行為・活動	4	0.866
OP	フェス	フェス	festival	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	シンシン	新進		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	トダ	トダ		名詞-固有名詞-人名-姓	固						4	0.866
OP	タイラ	タイラ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	ガイコウ	外交		名詞-普通名詞-一般	漢	1.3601	体	活動	待遇	国務	4	0.866
OP	シュウゾウ	シュウゾウ		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	ジッコン	昵懇		名詞-普通名詞-形状詞可能	漢	x.xxxx					4	0.866
OP	ハン	反		接頭辞	漢	3.1120	相	関係	類	相対	4	0.866
OP	アマエ	甘え		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	バツ	罰		名詞-普通名詞-一般	漢	1.3612	体	活動	待遇	刑	4	0.866
OP	コヨナク	こよなく		副詞	和	x.xxxx					4	0.866
OP	スイ	すい		副詞	和	x.xxxx					4	0.866
OP	トビイリ	飛び入り		名詞-普通名詞-サ変可能	和	x.xxxx					4	0.866
OP	シメル	しめる		助動詞	和	2.1110	用	関係	類	関係	4	0.866
OP	ツド	都度		名詞-普通名詞-副詞可能	漢	x.xxxx					4	0.866
OP	キョクショ	局所		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	コントラバス	コントラバス	Kontrabass	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	イシヅカ	イシヅカ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	ナマフ	生麩		名詞-普通名詞-一般	混	x.xxxx					4	0.866
OP	カブ	株		名詞-普通名詞-助数詞可能	和	1.3721	体	活動	経済	資本・金銭	4	0.866
OP	パセリ	パセリ	parsley	名詞-普通名詞-一般	外	1.5402	体	自然	植物	草本	4	0.866
OP	ユウエキ	有益		名詞-普通名詞-形状詞可能	漢	x.xxxx					4	0.866
OP	ロム	ＲＯＭ		名詞-普通名詞-一般	記号	1.4630	体	生産物	機械	機械・装置	4	0.866
OP	グンシ	郡市		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ボーイ	ボーイ	boy	名詞-普通名詞-一般	外	1.2040	体	主体	人間	男女	4	0.866
OP	ブタジル	豚汁		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ユメマツリ	夢まつり		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ユウガオ	夕顔		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ヘラ	箆		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	タタエル	称える		動詞-一般	和	2.1302	用	関係	様相	趣・調子	4	0.866
OP	ジギ	辞儀		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	フジミ	フジミ		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	シナ	品		名詞-普通名詞-助数詞可能	和	1.1962	体	関係	量	助数接辞	4	0.866
OP	ダキ	抱き		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	アン	アン	Anne	名詞-固有名詞-人名-一般	固	1.2390	体	主体	人物	固有人名	4	0.866
OP	キョ	挙		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	イッタン	一端		名詞-普通名詞-一般	漢	3.1331	相	関係	様相	特徴	4	0.866
OP	コバヤシ	コバヤシ		名詞-固有名詞-地名-一般	固						4	0.866
OP	クニヤ	クニヤ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	タベゴロ	食べ頃		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	シロカキ	代掻き		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	タキガハラ	タキガハラ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	ジヌシ	地主		名詞-普通名詞-一般	混	x.xxxx					4	0.866
OP	ヨビモドス	呼び戻す		動詞-一般	和	2.1527	用	関係	作用	往復	4	0.866
OP	ムカエイレル	迎え入れる		動詞-一般	和	2.3520	用	活動	交わり	応接・送迎	4	0.866
OP	ハンイ	藩医		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	コク	国		接尾辞-名詞的-一般	漢	1.2550	体	主体	公私	政治的区画	4	0.866
OP	ショゼイ	諸税		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ショウシン	昇進		名詞-普通名詞-サ変可能	漢	1.3311	体	活動	生活	処世・出処進退	4	0.866
OP	ゴールド	ゴールド	gold	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	ザリガニ	ざりがに		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	コザカナ	小魚		名詞-普通名詞-一般	和	1.5504	体	自然	動物	魚類	4	0.866
OP	アラワス	著わす		動詞-一般	和	x.xxxx					4	0.866
OP	トウシュ	当主		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ケンブン	見聞		名詞-普通名詞-サ変可能	漢	1.3090	体	活動	心	見聞き	4	0.866
OP	カミカワ	カミカワ		名詞-固有名詞-人名-姓	固	1.2590	体	主体	公私	固有地名	4	0.866
OP	キヨサト	キヨサト		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	エイメイ	エイメイ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	カタカイ	カタカイ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	キ	貴		接頭辞	漢	4.3320	他		挨拶	手紙用語など	4	0.866
OP	ルナ	ルナ		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	テサグリ	手探り		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ナカジマ	ナカジマ		名詞-固有名詞-地名-一般	固						4	0.866
OP	ショウニ	小二		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	オオゴ	オオゴ		名詞-固有名詞-人名-姓	固						4	0.866
OP	シャンテ	シャンテ	chanter	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	タマムラ	タマムラ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	ガイネン	概念		名詞-普通名詞-一般	漢	1.3070	体	活動	心	意味・問題・趣旨など	4	0.866
OP	オコワ	おこわ		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	コボレバナシ	零れ話		名詞-普通名詞-一般	和	1.3131	体	活動	言語	話・談話	4	0.866
OP	サイタン	最短		名詞-普通名詞-一般	漢	1.1911	体	関係	量	長短・高低・深浅・厚薄・遠近	4	0.866
OP	シチャク	試着		名詞-普通名詞-サ変可能	漢	1.3332	体	活動	生活	衣生活	4	0.866
OP	タマル	溜まる		動詞-一般	和	2.5130	用	自然	物質	水・乾湿	4	0.866
OP	レリーフ	レリーフ	relief	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	ジュンジ	ジュンジ		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	タカネ	高値		名詞-普通名詞-一般	和	1.3730	体	活動	経済	価格・費用	4	0.866
OP	サッパリ	さっぱり		副詞	和	3.3011	相	活動	心	快・喜び	4	0.866
OP	ファインダー	ファインダー	finder	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	ワキ	脇		名詞-普通名詞-一般	和	1.5602	体	自然	身体	胸・背・腹	4	0.866
OP	セイジャク	静寂		名詞-普通名詞-形状詞可能	漢	x.xxxx					4	0.866
OP	サヤ	鞘		名詞-普通名詞-一般	和	1.4550	体	生産物	道具	刃物	4	0.866
OP	イデ	イデ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	ダッキャク	脱却		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	スイボツ	水没		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	ウ	雨		接尾辞-名詞的-一般	漢	1.5153	体	自然	物質	雨・雪	4	0.866
OP	レットウ	列島		名詞-普通名詞-一般	漢	1.5260	体	自然	天地	海・島	4	0.866
OP	カゼ	風		名詞-普通名詞-一般	和	1.5151	体	自然	物質	風	4	0.866
OP	トップウ	突風		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	シンシ	紳士		名詞-普通名詞-一般	漢	1.2040	体	主体	人間	男女	4	0.866
OP	サクタロウ	サクタロウ		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	ツライ	辛い		形容詞-一般	和	3.5050	相	自然	自然	味	4	0.866
OP	ヒロセ	ヒロセ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	カミイズミ	カミイズミ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	タンショ	短所		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	レイセツ	礼節		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ヤネガワラ	屋根瓦		名詞-普通名詞-一般	和	1.4120	体	生産物	資材	木・石・金	4	0.866
OP	ヒガシホンマチ	ヒガシホンマチ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	オオフチ	オオフチ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	ホリエ	ホリエ		名詞-固有名詞-地名-一般	固	1.2390	体	主体	人物	固有人名	4	0.866
OP	コウアイ	宏愛		名詞-固有名詞-一般	固	x.xxxx					4	0.866
OP	ヤブヅカ	ヤブヅカ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	カカシマツリ	案山子祭り		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ミンセツ	民設		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	アイガン	哀願		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	ハヤシヤ	ハヤシヤ		名詞-固有名詞-人名-姓	固						4	0.866
OP	ソウシキ	葬式		名詞-普通名詞-一般	漢	1.3360	体	活動	生活	行事・式典・宗教的行事	4	0.866
OP	スキン	スキン	skin	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	バス	バス	bus	名詞-普通名詞-一般	外	1.4470	体	生産物	住居	家具	4	0.866
OP	アミド	網戸		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ハイセン	敗戦		名詞-普通名詞-サ変可能	漢	1.3570	体	活動	交わり	勝敗	4	0.866
OP	キズアト	傷跡		名詞-普通名詞-一般	和	1.1720	体	関係	空間	範囲・席・跡	4	0.866
OP	ダイチュウ	大中		名詞-固有名詞-一般	固	x.xxxx					4	0.866
OP	サワノ	サワノ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	ハツハル	初春		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	オノエ	オノエ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	ユクエ	行方		名詞-普通名詞-一般	和	1.1643	体	関係	時間	未来	4	0.866
OP	イクシナ	生品		名詞-固有名詞-一般	固	x.xxxx					4	0.866
OP	チチシボリ	乳搾り		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	シイル	強いる		動詞-一般	和	2.3670	用	活動	待遇	命令・制約・服従	4	0.866
OP	キゼワシイ	気忙しい		形容詞-一般	混	3.3013	相	活動	心	安心・焦燥・満足	4	0.866
OP	ホウセイ	方正		名詞-普通名詞-形状詞可能	漢	x.xxxx					4	0.866
OP	ソニック	ソニック	sonic	名詞-普通名詞-一般	外	1.4650	体	生産物	機械	乗り物（陸上）	4	0.866
OP	オチコボレ	落ち零れ		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ザユウ	座右		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	シャナイ	社内		名詞-普通名詞-一般	漢	1.1770	体	関係	空間	内外	4	0.866
OP	パケット	パケット	packet	名詞-普通名詞-助数詞可能	外	1.1950	体	関係	量	単位	4	0.866
OP	イイモリ	イイモリ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	アリス	アリス		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	フクシャ	複写		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	リッシ	立志		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	アンド	安堵		名詞-普通名詞-サ変可能	漢	1.3013	体	活動	心	安心・焦燥・満足	4	0.866
OP	タチムカウ	立ち向かう		動詞-一般	和	2.1730	用	関係	空間	方向・方角	4	0.866
OP	ニシトウ	西棟		名詞-普通名詞-一般	混	x.xxxx					4	0.866
OP	ニワサキ	庭先		名詞-普通名詞-一般	和	1.1742	体	関係	空間	中・隅・端	4	0.866
OP	モエル	萌える		動詞-一般	和	x.xxxx					4	0.866
OP	コトリ	小鳥		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	クロイ	クロイ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	シブイ	渋い		形容詞-一般	和	x.xxxx					4	0.866
OP	タタズマイ	佇まい		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ジャクシャ	弱者		名詞-普通名詞-一般	漢	1.2340	体	主体	人物	人物	4	0.866
OP	レフ	レフ	reflex	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	ココロユク	心行く		動詞-一般	和	2.3013	用	活動	心	安心・焦燥・満足	4	0.866
OP	タテカワ	タテカワ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	ナガツカ	ナガツカ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	オオケヤキ	大欅		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	タン	タン	tongue	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	ケイシ	軽視		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	カクカイ	各階		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	シライ	シライ		名詞-固有名詞-人名-姓	固	1.2390	体	主体	人物	固有人名	4	0.866
OP	シ	し		助詞-副助詞	和						4	0.866
OP	フウカク	風格		名詞-普通名詞-一般	漢	1.1330	体	関係	様相	性質	4	0.866
OP	ユニ	ユニ		名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	カール	カール	curl	名詞-普通名詞-サ変可能	外						4	0.866
OP	トリゴエ	トリゴエ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	カンノウ	堪能		名詞-普通名詞-形状詞可能	漢	1.3013	体	活動	心	安心・焦燥・満足	4	0.866
OP	オモタイ	重たい		形容詞-一般	和	3.1914	相	関係	量	軽重	4	0.866
OP	ユエ	故		名詞-普通名詞-副詞可能	和	1.1113	体	関係	類	理由・目的・証拠	4	0.866
OP	ネリコム	練り込む		動詞-一般	和	2.1532	用	関係	作用	入り・入れ	4	0.866
OP	セキトメル	塞き止める		動詞-一般	和	x.xxxx					4	0.866
OP	■■■■■	■■■■■		名詞-固有名詞-一般							4	0.866
OP	ススメル	勧める		動詞-一般	和	2.3640	用	活動	待遇	教育・養成	4	0.866
OP	シンヤ	シンヤ		名詞-固有名詞-人名-名	固						4	0.866
OP	ライフワーク	ライフワーク	lifework	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	アイルランド	アイルランド	Ireland	名詞-固有名詞-地名-国	固	1.2590	体	主体	公私	固有地名	4	0.866
OP	ハチ	ハチ		名詞-固有名詞-一般	固	x.xxxx					4	0.866
OP	タケカワ	タケカワ		名詞-固有名詞-人名-姓	固	x.xxxx					4	0.866
OP	ユキヒデ	ユキヒデ		名詞-固有名詞-人名-名	固	x.xxxx					4	0.866
OP	グンシュク	軍縮		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ヨシワラ	葦原		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ツキハジメ	月初		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ホシノ	ホシノ		名詞-固有名詞-人名-姓	固						4	0.866
OP	カジョウ	箇条		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	4	0.866
OP	サド	サド		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	4	0.866
OP	イロヅク	色付く		動詞-一般	和	x.xxxx					4	0.866
OP	ソマル	染まる		動詞-一般	和	2.5020	用	自然	自然	色	4	0.866
OP	オモイウカブ	思い浮かぶ		動詞-一般	和	2.3050	用	活動	心	学習・習慣・記憶	4	0.866
OP	ショウチョウ	小腸		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ノベ	延べ		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	イルマ	イルマ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	パレス	パレス	palace	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	ミトミ	ミトミ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	ナカトミ	ナカトミ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	キョクゲイ	曲芸		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ジョウザイ	浄財		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ニチヒ	日比		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	キクズ	木屑		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ドウホウ	同法		名詞-普通名詞-一般	漢	1.1130	体	関係	類	異同・類似	4	0.866
OP	レンサ	連鎖		名詞-普通名詞-サ変可能	漢	1.1131	体	関係	類	連絡・所属	4	0.866
OP	ユノミ	湯飲み		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	テレ	テレ	外国	名詞-固有名詞-人名-一般	固	x.xxxx					4	0.866
OP	ショウ	哨		接尾辞-名詞的-一般	漢	x.xxxx					4	0.866
OP	クイ	食い		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	カゼグスリ	風邪薬		名詞-普通名詞-一般	和	1.4360	体	生産物	食料	薬剤・薬品	4	0.866
OP	ホウセイ	法政		名詞-普通名詞-一般	漢	1.3600	体	活動	待遇	支配・政治	4	0.866
OP	ヒハク	飛白		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ツムグ	紡ぐ		動詞-一般	和	x.xxxx					4	0.866
OP	ゲンキン	厳禁		名詞-普通名詞-サ変可能	漢	1.3670	体	活動	待遇	命令・制約・服従	4	0.866
OP	イヨ	イヨ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	カンドコロ	勘所		名詞-普通名詞-一般	混	x.xxxx					4	0.866
OP	トリツク	取り付く		動詞-一般	和	2.1560	用	関係	作用	接近・接触・隔離	4	0.866
OP	カサ	傘		名詞-普通名詞-一般	和	1.4261	体	生産物	衣料	雨具・日よけなど	4	0.866
OP	ヤキ	焼き		名詞-普通名詞-一般	和	1.3842	体	活動	事業	炊事・調理	4	0.866
OP	ツカイノコス	使い残す		動詞-一般	和	x.xxxx					4	0.866
OP	シラス	白子		名詞-普通名詞-一般	混	x.xxxx					4	0.866
OP	キビキ	忌引き		名詞-普通名詞-一般	混	x.xxxx					4	0.866
OP	コイ	故意		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	バンバ	バンバ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	ドン	どん		副詞	和	x.xxxx					4	0.866
OP	シュ	手		接尾辞-名詞的-一般	漢	1.3081	体	活動	心	方法	4	0.866
OP	マイアガル	舞い上がる		動詞-一般	和	2.1540	用	関係	作用	上がり・下がり	4	0.866
OP	シンセイ	真性		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ヌケダス	抜け出す		動詞-一般	和	2.1531	用	関係	作用	出・出し	4	0.866
OP	ヨケイ	余計		形状詞-一般	漢	3.1920	相	関係	量	程度	4	0.866
OP	ファイト	ファイト	fight	名詞-普通名詞-一般	外	1.3543	体	活動	交わり	争い	4	0.866
OP	ハヤル	流行る		動詞-一般	和	2.1524	用	関係	作用	通過・普及など	4	0.866
OP	サキホド	先程		名詞-普通名詞-副詞可能	和	1.1642	体	関係	時間	過去	4	0.866
OP	オトコヤク	男役		名詞-普通名詞-一般	混	1.2040	体	主体	人間	男女	4	0.866
OP	コウカイ	後悔		名詞-普通名詞-サ変可能	漢	1.3041	体	活動	心	自信・誇り・恥・反省	4	0.866
OP	ジユウ	自由		名詞-普通名詞-形状詞可能	漢	3.1500	相	関係	作用	作用・変化	4	0.866
OP	ヒカエシツ	控え室		名詞-普通名詞-一般	混	x.xxxx					4	0.866
OP	ウブゴエ	産声		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ジフ	自負		名詞-普通名詞-サ変可能	漢	1.3041	体	活動	心	自信・誇り・恥・反省	4	0.866
OP	ズロク	図録		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ジョリュウ	女流		名詞-普通名詞-一般	漢	1.2040	体	主体	人間	男女	4	0.866
OP	コンドウ	金堂		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	アゲル	上げる		動詞-非自立可能	和	2.3700	用	活動	経済	取得	4	0.866
OP	ヨシムラ	ヨシムラ		名詞-固有名詞-人名-姓	固						4	0.866
OP	アラ	あら		感動詞-一般	和	4.3010	他		感動	間投	4	0.866
OP	グローブ	グローブ	glove	名詞-普通名詞-一般	外	1.4251	体	生産物	衣料	ネクタイ・帯・手袋・靴下など	4	0.866
OP	マニアウ	間に合う		動詞-一般	和	2.1660	用	関係	時間	新旧・遅速	4	0.866
OP	フクシキ	腹式		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	オサマル	収まる		動詞-一般	和	2.1503	用	関係	作用	終了・中止・停止	4	0.866
OP	タイケイ	体型		名詞-普通名詞-一般	漢	1.5600	体	自然	身体	身体	4	0.866
OP	シハライサキ	支払い先		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	コマ	コマ	coma	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	ミゾウ	未曾有		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ツナ	ツナ	tuna	名詞-普通名詞-一般	外	1.4323	体	生産物	食料	魚・肉	4	0.866
OP	トーン	トーン	tone	名詞-普通名詞-一般	外	1.5030	体	自然	自然	音	4	0.866
OP	ギョウダ	ギョウダ		名詞-固有名詞-地名-一般	固	x.xxxx					4	0.866
OP	トウバンジャン	トウバンジャン		名詞-普通名詞-一般	外	1.4330	体	生産物	食料	調味料・こうじなど	4	0.866
OP	カタリテ	語り手		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	アルゼンチン	アルゼンチン	Argentina	名詞-固有名詞-地名-国	固	1.2590	体	主体	公私	固有地名	4	0.866
OP	ゴ	御		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	4	0.866
OP	サンゲン	三弦		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ハヤミ	早見		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	ギシ	義歯		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	キュウチャク	吸着		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	ハイジ	廃寺		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ショネン	初年		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	ミズトキ	水溶き		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	スピーディー	スピーディー	speedy	形状詞-一般	外	3.1913	相	関係	量	速度	4	0.866
OP	バラマク	ばら蒔く		動詞-一般	和	2.1552	用	関係	作用	分割・分裂・分散	4	0.866
OP	トウチョウ	当町		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	リチャクリク	離着陸		名詞-普通名詞-サ変可能	漢	1.1521	体	関係	作用	移動・発着	4	0.866
OP	ヘリポート	ヘリポート	heliport	名詞-普通名詞-一般	外	x.xxxx					4	0.866
OP	イギ	異議		名詞-普通名詞-一般	漢	x.xxxx					4	0.866
OP	アンギャ	行脚		名詞-普通名詞-サ変可能	漢	x.xxxx					4	0.866
OP	ナンポウ	南方		名詞-普通名詞-一般	漢	1.1730	体	関係	空間	方向・方角	4	0.866
OP	カマボコ	蒲鉾		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	アケシメ	開け閉め		名詞-普通名詞-サ変可能	和	1.1553	体	関係	作用	開閉・封	4	0.866
OP	ワギリ	輪切り		名詞-普通名詞-一般	和	x.xxxx					4	0.866
OP	キザム	刻む		動詞-一般	和	2.1571	用	関係	作用	切断	4	0.866
OP	アエル	和える		動詞-一般	和	2.3842	用	活動	事業	炊事・調理	4	0.866
OP	オロシ	下ろし		名詞-普通名詞-一般	和	1.3842	体	活動	事業	炊事・調理	4	0.866
OP	サカタ	サカタ		名詞-固有名詞-人名-姓	固						4	0.866
